http://www.w3.org/1999/02/22-rdf-syntax-ns#Alt	http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#Bag	http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#HTML	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/1999/02/22-rdf-syntax-ns#List	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/1999/02/22-rdf-syntax-ns#PlainLiteral	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/1999/02/22-rdf-syntax-ns#Seq	http://www.w3.org/2000/01/rdf-schema#Container
http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/1999/02/22-rdf-syntax-ns#XMLLiteral	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2000/01/rdf-schema#Class	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2000/01/rdf-schema#Container	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2000/01/rdf-schema#ContainerMembershipProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2000/01/rdf-schema#Datatype	http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2000/01/rdf-schema#Literal	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2001/XMLSchema#ENTITY	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#ID	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#IDREF	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#NCName	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#NMTOKEN	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#NOTATION	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#Name	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#QName	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#anySimpleType	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#anyURI	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#base64Binary	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#boolean	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#byte	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#date	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#dateTime	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#decimal	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#double	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#duration	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#float	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#gDay	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#gMonth	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#gMonthDay	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#gYear	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#gYearMonth	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#hexBinary	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#int	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#integer	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#language	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#long	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#negativeInteger	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#nonNegativeInteger	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#nonPositiveInteger	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#normalizedString	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#positiveInteger	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#short	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#string	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#time	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#token	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#unsignedByte	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#unsignedInt	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#unsignedLong	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2001/XMLSchema#unsignedShort	http://www.w3.org/2000/01/rdf-schema#Literal
http://www.w3.org/2002/07/owl#AllDifferent	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#AllDisjointClasses	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#AllDisjointProperties	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#Annotation	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#AnnotationProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2002/07/owl#AsymmetricProperty	http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2002/07/owl#Axiom	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#Class	http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#DataRange	http://www.w3.org/2000/01/rdf-schema#Datatype
http://www.w3.org/2002/07/owl#DatatypeProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2002/07/owl#DeprecatedClass	http://www.w3.org/2000/01/rdf-schema#Class
http://www.w3.org/2002/07/owl#DeprecatedProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2002/07/owl#FunctionalProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2002/07/owl#InverseFunctionalProperty	http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2002/07/owl#IrreflexiveProperty	http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2002/07/owl#NamedIndividual	http://www.w3.org/2002/07/owl#Thing
http://www.w3.org/2002/07/owl#NegativePropertyAssertion	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#Nothing	http://www.w3.org/2002/07/owl#Thing
http://www.w3.org/2002/07/owl#ObjectProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2002/07/owl#Ontology	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#OntologyProperty	http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://www.w3.org/2002/07/owl#ReflexiveProperty	http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2002/07/owl#Restriction	http://www.w3.org/2002/07/owl#Class
http://www.w3.org/2002/07/owl#SymmetricProperty	http://www.w3.org/2002/07/owl#ObjectProperty
http://www.w3.org/2002/07/owl#Thing	http://www.w3.org/2000/01/rdf-schema#Resource
http://www.w3.org/2002/07/owl#TransitiveProperty	http://www.w3.org/2002/07/owl#ObjectProperty